combination_id,similarity_scores_mean,similarity_scores_std,similarity_scores_count,similarity_scores_relative,rouge1_fmeasure_mean,rouge1_fmeasure_std,rouge1_fmeasure_count,rouge1_fmeasure_relative,rouge1_recall_mean,rouge1_recall_std,rouge1_recall_count,rouge1_recall_relative,rouge1_precision_mean,rouge1_precision_std,rouge1_precision_count,rouge1_precision_relative,rouge2_fmeasure_mean,rouge2_fmeasure_std,rouge2_fmeasure_count,rouge2_fmeasure_relative,rouge2_recall_mean,rouge2_recall_std,rouge2_recall_count,rouge2_recall_relative,rouge2_precision_mean,rouge2_precision_std,rouge2_precision_count,rouge2_precision_relative,rougel_fmeasure_mean,rougel_fmeasure_std,rougel_fmeasure_count,rougel_fmeasure_relative,rougel_recall_mean,rougel_recall_std,rougel_recall_count,rougel_recall_relative,rougel_precision_mean,rougel_precision_std,rougel_precision_count,rougel_precision_relative,rouge_avg_impact
belief_expression|content_triggers|controversy_handling|language_formality|vocabulary_range,0.7218,0.0616,2,-0.0445,0.1794,0.0409,2,-0.0316,0.1735,0.0621,2,-0.1701,0.1897,0.0145,2,0.0203,0.0106,0.015,2,-0.0455,0.0111,0.0157,2,-0.0834,0.0102,0.0144,2,-0.0343,0.0948,0.0428,2,-0.056,0.093,0.0529,2,-0.1579,0.0985,0.0305,2,-0.0218,-0.044366666666666665
belief_expression|content_triggers|controversy_handling|punctuation_style|value_signals,0.8045,0.0296,2,0.0382,0.2812,0.0489,2,0.0702,0.5208,0.2062,2,0.1772,0.1953,0.0164,2,0.0259,0.0822,0.0366,2,0.0261,0.1611,0.1049,2,0.0666,0.0559,0.0202,2,0.0114,0.188,0.0054,2,0.0372,0.3403,0.0687,2,0.0894,0.1318,0.0157,2,0.0115,0.044500000000000005
belief_expression|content_triggers|controversy_handling|social_orientation|vocabulary_range,0.5853,0.1211,2,-0.181,0.1104,0.0796,2,-0.1006,0.369,0.2862,2,0.0254,0.0649,0.0462,2,-0.1045,0.0435,0.0615,2,-0.0126,0.1667,0.2357,2,0.0722,0.025,0.0354,2,-0.0195,0.1104,0.0796,2,-0.0404,0.369,0.2862,2,0.1181,0.0649,0.0462,2,-0.0554,-0.051199999999999996
belief_expression|content_triggers|controversy_handling|value_signals|vocabulary_range,0.7241,0.1673,2,-0.0422,0.1677,0.1459,2,-0.0433,0.2636,0.1843,2,-0.08,0.1245,0.1158,2,-0.0449,0.0319,0.0451,2,-0.0242,0.0469,0.0663,2,-0.0476,0.0242,0.0342,2,-0.0203,0.1156,0.0722,2,-0.0352,0.1879,0.0771,2,-0.063,0.0848,0.0597,2,-0.0355,-0.03423333333333334
belief_expression|content_triggers|emotional_expression|general_decription|identity_projection,0.8507,0.0363,2,0.0844,0.3452,0.0617,2,0.1342,0.3927,0.0386,2,0.0491,0.3094,0.0745,2,0.14,0.0794,0.0211,2,0.0233,0.0902,0.0167,2,-0.0043,0.0713,0.0233,2,0.0268,0.2487,0.015,2,0.0979,0.2842,0.006,2,0.0333,0.222,0.0273,2,0.1017,0.08513333333333334
belief_expression|content_triggers|emotional_expression|identity_projection|narrative_voice,0.7823,0.0222,4,0.016,0.1987,0.1462,4,-0.0123,0.3742,0.1147,4,0.0306,0.1501,0.1241,4,-0.0193,0.0178,0.0228,4,-0.0383,0.0235,0.0284,4,-0.071,0.0145,0.0193,4,-0.03,0.112,0.0614,4,-0.0388,0.2425,0.0613,4,-0.0084,0.0834,0.06,4,-0.0369,-0.029800000000000004
belief_expression|content_triggers|emotional_expression|identity_projection|social_orientation,0.7392,0.02,2,-0.0271,0.2305,0.0117,2,0.0195,0.378,0.0042,2,0.0344,0.1659,0.0113,2,-0.0035,0.0154,0.0218,2,-0.0407,0.025,0.0354,2,-0.0695,0.0111,0.0157,2,-0.0334,0.1487,0.0008,2,-0.0021,0.244,0.0084,2,-0.0069,0.107,0.0024,2,-0.0133,-0.007766666666666667
belief_expression|content_triggers|emotional_expression|message_effectiveness|punctuation_style,0.7742,0.0044,2,0.0079,0.2952,0.1129,2,0.0842,0.6378,0.0771,2,0.2942,0.1946,0.0884,2,0.0252,0.097,0.0473,2,0.0409,0.2159,0.0482,2,0.1214,0.0633,0.0352,2,0.0188,0.2535,0.0539,2,0.1027,0.5609,0.0317,2,0.31,0.166,0.048,2,0.0457,0.07593333333333334
belief_expression|content_triggers|emotional_expression|opinion_expression|punctuation_style,0.7168,0.0654,2,-0.0495,0.1585,0.2242,2,-0.0525,0.2097,0.2965,2,-0.1339,0.1275,0.1802,2,-0.0419,0.0125,0.0177,2,-0.0436,0.0167,0.0236,2,-0.0778,0.01,0.0141,2,-0.0345,0.0732,0.1035,2,-0.0776,0.0968,0.1369,2,-0.1541,0.0588,0.0832,2,-0.0615,-0.0579
belief_expression|content_triggers|emotional_expression|opinion_expression|reaction_patterns,0.6823,0.0231,2,-0.084,0.0345,0.0488,2,-0.1765,0.0625,0.0884,2,-0.2811,0.0238,0.0337,2,-0.1456,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0345,0.0488,2,-0.1163,0.0625,0.0884,2,-0.1884,0.0238,0.0337,2,-0.0965,-0.1163
belief_expression|content_triggers|emotional_expression|opinion_expression|value_signals,0.7369,0.1099,2,-0.0294,0.2113,0.0712,2,0.0003,0.2811,0.0975,2,-0.0625,0.1693,0.0561,2,-0.0001,0.0784,0.0776,2,0.0223,0.1054,0.1048,2,0.0109,0.0625,0.0617,2,0.018,0.1301,0.0539,2,-0.0207,0.1731,0.0734,2,-0.0778,0.1042,0.0426,2,-0.0161,0.0006333333333333342
belief_expression|content_triggers|emotional_expression|reaction_patterns|social_orientation,0.7094,0.0612,4,-0.0569,0.1641,0.0393,4,-0.0469,0.3429,0.191,4,-0.0007,0.1212,0.0532,4,-0.0482,0.0382,0.0382,4,-0.0179,0.0763,0.0606,4,-0.0182,0.0301,0.0366,4,-0.0144,0.1266,0.0363,4,-0.0242,0.2672,0.1598,4,0.0163,0.0935,0.0446,4,-0.0268,-0.029666666666666664
belief_expression|content_triggers|general_decription|identity_projection|reaction_patterns,0.6533,0.0308,2,-0.113,0.1472,0.1619,2,-0.0638,0.1875,0.1473,2,-0.1561,0.1288,0.1534,2,-0.0406,0.019,0.0269,2,-0.0371,0.0213,0.0301,2,-0.0732,0.0172,0.0244,2,-0.0273,0.1005,0.0958,2,-0.0503,0.1354,0.0737,2,-0.1155,0.0865,0.0934,2,-0.0338,-0.0504
belief_expression|content_triggers|general_decription|reaction_patterns|value_signals,0.7005,0.0596,2,-0.0658,0.1696,0.0783,2,-0.0414,0.1874,0.0699,2,-0.1562,0.1559,0.0825,2,-0.0135,0.0128,0.0181,2,-0.0433,0.0135,0.0191,2,-0.081,0.0122,0.0172,2,-0.0323,0.1286,0.101,2,-0.0222,0.1397,0.1001,2,-0.1112,0.1196,0.1002,2,-0.0007,-0.03563333333333333
belief_expression|content_triggers|general_decription|social_orientation|stress_indicators,0.8675,0.0554,2,0.1012,0.418,0.0701,2,0.207,0.5226,0.0564,2,0.179,0.3489,0.0722,2,0.1795,0.1877,0.0362,2,0.1316,0.2362,0.031,2,0.1417,0.1561,0.0363,2,0.1116,0.2873,0.0713,2,0.1365,0.3583,0.0678,2,0.1074,0.2402,0.0689,2,0.1199,0.15836666666666668
belief_expression|content_triggers|identity_projection|language_formality|reaction_patterns,0.7608,0.0398,2,-0.0055,0.1642,0.0678,2,-0.0468,0.5583,0.2003,2,0.2147,0.0963,0.0406,2,-0.0731,0.0312,0.0442,2,-0.0249,0.1111,0.1571,2,0.0166,0.0182,0.0257,2,-0.0263,0.1258,0.0792,2,-0.025,0.425,0.2475,2,0.1741,0.0738,0.0471,2,-0.0465,-0.032233333333333336
belief_expression|content_triggers|identity_projection|message_effectiveness|punctuation_style,0.7695,0.0256,4,0.0032,0.1787,0.039,4,-0.0323,0.3613,0.178,4,0.0177,0.1331,0.0334,4,-0.0363,0.0232,0.0298,4,-0.0329,0.0646,0.0747,4,-0.0299,0.0145,0.0193,4,-0.03,0.1168,0.0322,4,-0.034,0.2657,0.2072,4,0.0148,0.0837,0.0099,4,-0.0366,-0.03306666666666667
belief_expression|content_triggers|identity_projection|opinion_expression|value_signals,0.8197,0.0483,4,0.0534,0.2774,0.1003,4,0.0664,0.4026,0.1896,4,0.059,0.2182,0.0798,4,0.0488,0.0849,0.0665,4,0.0288,0.1256,0.1171,4,0.0311,0.066,0.0475,4,0.0215,0.2159,0.0903,4,0.0651,0.3168,0.1755,4,0.0659,0.1686,0.0651,4,0.0483,0.05343333333333333
belief_expression|content_triggers|identity_projection|punctuation_style|reaction_patterns,0.8577,0.0094,2,0.0914,0.1934,0.0311,2,-0.0176,0.2775,0.0117,2,-0.0661,0.151,0.0403,2,-0.0184,0.0159,0.0224,2,-0.0402,0.02,0.0283,2,-0.0745,0.0132,0.0186,2,-0.0313,0.1044,0.0264,2,-0.0464,0.1484,0.0078,2,-0.1025,0.0819,0.0292,2,-0.0384,-0.03473333333333333
belief_expression|content_triggers|identity_projection|reaction_patterns|stress_indicators,0.7217,0.058,2,-0.0446,0.1897,0.0531,2,-0.0213,0.3522,0.0676,2,0.0086,0.1301,0.0405,2,-0.0393,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.1112,0.0035,2,-0.0396,0.2087,0.0123,2,-0.0422,0.0759,0.0049,2,-0.0444,-0.039
belief_expression|content_triggers|identity_projection|reaction_patterns|vocabulary_range,0.7745,0.1083,2,0.0082,0.1853,0.001,2,-0.0257,0.4308,0.0435,2,0.0872,0.1183,0.0041,2,-0.0511,0.0278,0.0056,2,-0.0283,0.068,0.0217,2,-0.0265,0.0175,0.003,2,-0.027,0.1081,0.0213,2,-0.0427,0.2538,0.0761,2,0.0029,0.0688,0.0115,2,-0.0515,-0.032233333333333336
belief_expression|content_triggers|identity_projection|social_orientation|value_signals,0.8185,0.0185,2,0.0522,0.3079,0.0023,2,0.0969,0.3303,0.092,2,-0.0133,0.3107,0.0859,2,0.1413,0.1099,0.0516,2,0.0538,0.1101,0.021,2,0.0156,0.1181,0.0826,2,0.0736,0.1795,0.0519,2,0.0287,0.2008,0.1107,2,-0.0501,0.1739,0.0036,2,0.0536,0.0598
belief_expression|content_triggers|language_formality|narrative_voice|vocabulary_range,0.8294,0.0092,2,0.0631,0.1958,0.0158,2,-0.0152,0.4391,0.1745,2,0.0955,0.1286,0.0026,2,-0.0408,0.0512,0.0275,2,-0.0049,0.1278,0.1021,2,0.0333,0.0325,0.0146,2,-0.012,0.1344,0.0275,2,-0.0164,0.2878,0.0349,2,0.0369,0.0896,0.0271,2,-0.0307,-0.012166666666666668
belief_expression|content_triggers|language_formality|opinion_expression|punctuation_style,0.8227,0.0125,2,0.0564,0.2041,0.0256,2,-0.0069,0.2917,0.0589,2,-0.0519,0.1574,0.0131,2,-0.012,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.091,0.0029,2,-0.0598,0.1292,0.0059,2,-0.1217,0.0704,0.0052,2,-0.0499,-0.04093333333333333
belief_expression|content_triggers|language_formality|social_orientation|stress_indicators,0.875,0.0141,2,0.1087,0.1829,0.1519,2,-0.0281,0.4062,0.221,2,0.0626,0.12,0.1069,2,-0.0494,0.0529,0.0194,2,-0.0032,0.1381,0.0067,2,0.0436,0.0336,0.0154,2,-0.0109,0.1345,0.0835,2,-0.0163,0.3125,0.0884,2,0.0616,0.0874,0.0608,2,-0.0329,-0.015866666666666668
belief_expression|content_triggers|language_formality|stress_indicators|value_signals,0.7871,0.0022,2,0.0208,0.1055,0.0124,2,-0.1055,0.2692,0.0544,2,-0.0744,0.0657,0.0063,2,-0.1037,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0608,0.0052,2,-0.09,0.1538,0.0,2,-0.0971,0.038,0.0041,2,-0.0823,-0.08386666666666666
belief_expression|content_triggers|message_effectiveness|reaction_patterns|social_orientation,0.8044,0.0346,4,0.0381,0.2171,0.1002,4,0.0061,0.3817,0.1627,4,0.0381,0.1581,0.0734,4,-0.0113,0.0655,0.0535,4,0.0094,0.1388,0.1119,4,0.0443,0.0448,0.039,4,0.0003,0.1547,0.0574,4,0.0039,0.2851,0.1313,4,0.0342,0.1112,0.0404,4,-0.0091,0.006466666666666667
belief_expression|content_triggers|message_effectiveness|reaction_patterns|value_signals,0.7516,0.0454,2,-0.0147,0.1276,0.0188,2,-0.0834,0.325,0.1061,2,-0.0186,0.0824,0.0222,2,-0.087,0.029,0.041,2,-0.0271,0.0526,0.0744,2,-0.0419,0.02,0.0283,2,-0.0245,0.099,0.0592,2,-0.0518,0.225,0.0354,2,-0.0259,0.0657,0.0458,2,-0.0546,-0.0541
belief_expression|content_triggers|narrative_voice|punctuation_style|social_orientation,0.6994,0.1088,2,-0.0669,0.1576,0.0053,2,-0.0534,0.3929,0.0505,2,0.0493,0.099,0.0074,2,-0.0704,0.0465,0.0285,2,-0.0096,0.1154,0.0544,2,0.0209,0.0292,0.0189,2,-0.0153,0.1447,0.0234,2,-0.0061,0.3571,0.0,2,0.1062,0.0911,0.0184,2,-0.0292,-0.023033333333333333
belief_expression|content_triggers|narrative_voice|reaction_patterns|social_orientation,0.8003,0.0212,2,0.034,0.3021,0.1813,2,0.0911,0.4798,0.05,2,0.1362,0.2388,0.1849,2,0.0694,0.1001,0.0788,2,0.044,0.1526,0.0494,2,0.0581,0.0804,0.0749,2,0.0359,0.2189,0.1559,2,0.0681,0.3359,0.0821,2,0.085,0.1751,0.1521,2,0.0548,0.06773333333333333
belief_expression|content_triggers|opinion_expression|punctuation_style|social_orientation,0.7712,0.065,2,0.0049,0.1911,0.044,2,-0.0199,0.3644,0.0802,2,0.0208,0.1295,0.0303,2,-0.0399,0.0143,0.0202,2,-0.0418,0.0278,0.0393,2,-0.0667,0.0096,0.0136,2,-0.0349,0.1156,0.0063,2,-0.0352,0.2206,0.0143,2,-0.0303,0.0783,0.004,2,-0.042,-0.0323
belief_expression|content_triggers|opinion_expression|punctuation_style|value_signals,0.8876,0.0446,2,0.1213,0.3276,0.0443,2,0.1166,0.7626,0.1786,2,0.419,0.2139,0.0511,2,0.0445,0.158,0.0059,2,0.1019,0.4,0.1414,2,0.3055,0.101,0.0143,2,0.0565,0.2835,0.0342,2,0.1327,0.6616,0.1643,2,0.4107,0.1849,0.0415,2,0.0646,0.11706666666666667
belief_expression|content_triggers|opinion_expression|social_orientation|value_signals,0.786,0.0221,2,0.0197,0.2797,0.0184,2,0.0687,0.45,0.0707,2,0.1064,0.2063,0.0346,2,0.0369,0.1409,0.0579,2,0.0848,0.2429,0.1484,2,0.1484,0.1008,0.0316,2,0.0563,0.2686,0.0341,2,0.1178,0.4292,0.0412,2,0.1783,0.1987,0.0453,2,0.0784,0.09043333333333332
belief_expression|content_triggers|punctuation_style|stress_indicators|vocabulary_range,0.7524,0.0234,2,-0.0139,0.1711,0.0374,2,-0.0399,0.3246,0.0124,2,-0.019,0.1171,0.033,2,-0.0523,0.0377,0.0183,2,-0.0184,0.0713,0.0222,2,-0.0232,0.0258,0.014,2,-0.0187,0.0976,0.0017,2,-0.0532,0.1886,0.031,2,-0.0623,0.0663,0.0054,2,-0.054,-0.03716666666666666
belief_expression|content_triggers|reaction_patterns|social_orientation|stress_indicators,0.7448,0.0479,2,-0.0215,0.1005,0.003,2,-0.1105,0.2778,0.0786,2,-0.0658,0.0622,0.0063,2,-0.1072,0.0132,0.0186,2,-0.0429,0.0294,0.0416,2,-0.0651,0.0085,0.012,2,-0.036,0.0876,0.0152,2,-0.0632,0.25,0.1179,2,-0.0009,0.0538,0.0054,2,-0.0665,-0.0722
belief_expression|content_triggers|reaction_patterns|social_orientation|value_signals,0.8108,0.0535,2,0.0445,0.3573,0.043,2,0.1463,0.4,0.0314,2,0.0564,0.3233,0.0497,2,0.1539,0.1017,0.0329,2,0.0456,0.1136,0.0321,2,0.0191,0.0922,0.0328,2,0.0477,0.2288,0.0516,2,0.078,0.2556,0.0471,2,0.0047,0.2074,0.0536,2,0.0871,0.08996666666666668
belief_expression|controversy_handling|emotional_expression|general_decription|identity_projection,0.7595,0.0346,2,-0.0068,0.1894,0.1591,2,-0.0216,0.2508,0.1372,2,-0.0928,0.159,0.1523,2,-0.0104,0.0673,0.0952,2,0.0112,0.0778,0.11,2,-0.0167,0.0593,0.0839,2,0.0148,0.1705,0.1324,2,0.0197,0.2291,0.1064,2,-0.0218,0.1423,0.1287,2,0.022,0.003099999999999999
belief_expression|controversy_handling|emotional_expression|general_decription|opinion_expression,0.8125,0.0042,2,0.0462,0.1985,0.0493,2,-0.0125,0.215,0.0767,2,-0.1286,0.1863,0.0277,2,0.0169,0.0262,0.0109,2,-0.0299,0.0287,0.0149,2,-0.0658,0.0244,0.0078,2,-0.0201,0.1136,0.0193,2,-0.0372,0.1202,0.0068,2,-0.1307,0.1089,0.0293,2,-0.0114,-0.026533333333333336
belief_expression|controversy_handling|emotional_expression|general_decription|social_orientation,0.7196,0.01,2,-0.0467,0.1251,0.0198,2,-0.0859,0.2243,0.0195,2,-0.1193,0.0882,0.0222,2,-0.0812,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0792,0.0137,2,-0.0716,0.1479,0.0603,2,-0.103,0.055,0.0043,2,-0.0653,-0.0712
belief_expression|controversy_handling|emotional_expression|general_decription|stress_indicators,0.7614,0.0148,2,-0.0049,0.2411,0.0216,2,0.0301,0.3925,0.0341,2,0.0489,0.174,0.0158,2,0.0046,0.043,0.0136,2,-0.0131,0.0713,0.0222,2,-0.0232,0.0308,0.0098,2,-0.0137,0.1704,0.0129,2,0.0196,0.2774,0.0202,2,0.0265,0.123,0.0094,2,0.0027,0.012199999999999997
belief_expression|controversy_handling|emotional_expression|identity_projection|message_effectiveness,0.7661,0.0566,2,-0.0002,0.1499,0.1491,2,-0.0611,0.3556,0.3457,2,0.012,0.095,0.095,2,-0.0744,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0861,0.0588,2,-0.0647,0.2056,0.1336,2,-0.0453,0.0544,0.0377,2,-0.0659,-0.06063333333333334
belief_expression|controversy_handling|emotional_expression|identity_projection|opinion_expression,0.6981,0.1378,2,-0.0682,0.1217,0.0851,2,-0.0893,0.2991,0.2055,2,-0.0445,0.0764,0.0536,2,-0.093,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0608,0.0425,2,-0.09,0.1496,0.1027,2,-0.1013,0.0382,0.0268,2,-0.0821,-0.07846666666666667
belief_expression|controversy_handling|emotional_expression|language_formality|reaction_patterns,0.7979,0.04,2,0.0316,0.2206,0.0208,2,0.0096,0.4202,0.0119,2,0.0766,0.1497,0.0176,2,-0.0197,0.0863,0.0066,2,0.0302,0.1707,0.0238,2,0.0762,0.0578,0.0031,2,0.0133,0.1667,0.0139,2,0.0159,0.3193,0.0475,2,0.0684,0.1129,0.0067,2,-0.0074,0.018566666666666665
belief_expression|controversy_handling|emotional_expression|language_formality|value_signals,0.8218,0.0737,2,0.0555,0.27,0.1059,2,0.059,0.5571,0.2222,2,0.2135,0.1782,0.0695,2,0.0088,0.1301,0.1487,2,0.074,0.2763,0.3163,2,0.1818,0.0851,0.0972,2,0.0406,0.1759,0.0763,2,0.0251,0.3631,0.1599,2,0.1122,0.1161,0.0501,2,-0.0042,0.052700000000000004
belief_expression|controversy_handling|emotional_expression|message_effectiveness|narrative_voice,0.7549,0.0072,2,-0.0114,0.1457,0.0016,2,-0.0653,0.5137,0.4857,2,0.1701,0.104,0.0354,2,-0.0654,0.0217,0.0042,2,-0.0344,0.0942,0.1025,2,-0.0003,0.0149,0.0022,2,-0.0296,0.1153,0.0073,2,-0.0355,0.421,0.4148,2,0.1701,0.0813,0.0219,2,-0.039,-0.045066666666666665
belief_expression|controversy_handling|emotional_expression|message_effectiveness|opinion_expression,0.7344,0.0619,4,-0.0319,0.1704,0.0557,4,-0.0406,0.2579,0.0959,4,-0.0857,0.1321,0.0479,4,-0.0373,0.051,0.0691,4,-0.0051,0.0692,0.1011,4,-0.0253,0.0412,0.053,4,-0.0033,0.1392,0.0627,4,-0.0116,0.21,0.0909,4,-0.0409,0.1074,0.0499,4,-0.0129,-0.0191
belief_expression|controversy_handling|emotional_expression|message_effectiveness|value_signals,0.733,0.0363,2,-0.0333,0.1925,0.0216,2,-0.0185,0.4306,0.3339,2,0.087,0.1429,0.0281,2,-0.0265,0.0263,0.0005,2,-0.0298,0.0597,0.0441,2,-0.0348,0.0197,0.0058,2,-0.0248,0.1542,0.0391,2,0.0034,0.3611,0.3143,2,0.1102,0.112,0.0061,2,-0.0083,-0.014966666666666665
belief_expression|controversy_handling|emotional_expression|narrative_voice|opinion_expression,0.7052,0.0513,2,-0.0611,0.1705,0.0882,2,-0.0405,0.2825,0.0223,2,-0.0611,0.1294,0.0871,2,-0.04,0.0069,0.0098,2,-0.0492,0.0089,0.0126,2,-0.0856,0.0057,0.008,2,-0.0388,0.1022,0.0298,2,-0.0486,0.1789,0.0298,2,-0.072,0.076,0.0356,2,-0.0443,-0.0461
belief_expression|controversy_handling|emotional_expression|opinion_expression|social_orientation,0.7327,0.0358,2,-0.0336,0.1169,0.0367,2,-0.0941,0.1987,0.0453,2,-0.1449,0.083,0.029,2,-0.0864,0.0122,0.0172,2,-0.0439,0.02,0.0283,2,-0.0745,0.0088,0.0124,2,-0.0357,0.0703,0.0352,2,-0.0805,0.1186,0.0499,2,-0.1323,0.0501,0.0267,2,-0.0702,-0.07283333333333335
belief_expression|controversy_handling|emotional_expression|opinion_expression|stress_indicators,0.7855,0.0388,2,0.0192,0.2944,0.0236,2,0.0834,0.4566,0.0875,2,0.113,0.2183,0.0056,2,0.0489,0.0718,0.0052,2,0.0157,0.1117,0.0051,2,0.0172,0.0532,0.0068,2,0.0087,0.2037,0.0262,2,0.0529,0.3168,0.0758,2,0.0659,0.1508,0.0112,2,0.0305,0.050666666666666665
belief_expression|controversy_handling|emotional_expression|punctuation_style|vocabulary_range,0.7981,0.0167,2,0.0318,0.2096,0.0431,2,-0.0014,0.4619,0.2896,2,0.1183,0.1642,0.086,2,-0.0052,0.0582,0.0048,2,0.0021,0.1544,0.1352,2,0.0599,0.0432,0.0115,2,-0.0013,0.1397,0.0287,2,-0.0111,0.3079,0.1931,2,0.057,0.1095,0.0573,2,-0.0108,-0.003466666666666667
belief_expression|controversy_handling|emotional_expression|reaction_patterns|social_orientation,0.8262,0.0144,2,0.0599,0.2788,0.0843,2,0.0678,0.4656,0.2058,2,0.122,0.2004,0.0476,2,0.031,0.074,0.0149,2,0.0179,0.1213,0.0052,2,0.0268,0.0537,0.0144,2,0.0092,0.1591,0.0075,2,0.0083,0.2589,0.0267,2,0.008,0.1157,0.0132,2,-0.0046,0.03133333333333333
belief_expression|controversy_handling|emotional_expression|reaction_patterns|value_signals,0.7594,0.0233,2,-0.0069,0.1185,0.0419,2,-0.0925,0.45,0.0707,2,0.1064,0.0685,0.0261,2,-0.1009,0.04,0.0566,2,-0.0161,0.1667,0.2357,2,0.0722,0.0227,0.0321,2,-0.0218,0.1185,0.0419,2,-0.0323,0.45,0.0707,2,0.1991,0.0685,0.0261,2,-0.0518,-0.046966666666666664
belief_expression|controversy_handling|emotional_expression|reaction_patterns|vocabulary_range,0.7586,0.0378,2,-0.0077,0.2838,0.0993,2,0.0728,0.3082,0.0977,2,-0.0354,0.2632,0.0992,2,0.0938,0.073,0.0752,2,0.0169,0.0784,0.0795,2,-0.0161,0.0683,0.0713,2,0.0238,0.1362,0.0827,2,-0.0146,0.1473,0.0853,2,-0.1036,0.1268,0.08,2,0.0065,0.025033333333333335
belief_expression|controversy_handling|emotional_expression|social_orientation|stress_indicators,0.7819,0.0163,2,0.0156,0.2052,0.052,2,-0.0058,0.332,0.0692,2,-0.0116,0.1597,0.0729,2,-0.0097,0.0082,0.0116,2,-0.0479,0.0096,0.0136,2,-0.0849,0.0071,0.0101,2,-0.0374,0.1171,0.0168,2,-0.0337,0.1945,0.0616,2,-0.0564,0.0901,0.0319,2,-0.0302,-0.029133333333333334
belief_expression|controversy_handling|general_decription|identity_projection|opinion_expression,0.8335,0.042,2,0.0672,0.1916,0.0041,2,-0.0194,0.2438,0.0972,2,-0.0998,0.1769,0.0591,2,0.0075,0.0731,0.063,2,0.017,0.1128,0.1233,2,0.0183,0.0578,0.0361,2,0.0133,0.1638,0.0352,2,0.013,0.2188,0.1326,2,-0.0321,0.1457,0.0149,2,0.0254,0.003533333333333333
belief_expression|controversy_handling|general_decription|message_effectiveness|social_orientation,0.7425,0.0186,2,-0.0238,0.1501,0.102,2,-0.0609,0.3807,0.3455,2,0.0371,0.0948,0.057,2,-0.0746,0.0227,0.0321,2,-0.0334,0.0667,0.0943,2,-0.0278,0.0137,0.0194,2,-0.0308,0.1167,0.0549,2,-0.0341,0.2869,0.2129,2,0.036,0.0746,0.0283,2,-0.0457,-0.0428
belief_expression|controversy_handling|general_decription|message_effectiveness|stress_indicators,0.8409,0.0078,2,0.0746,0.3556,0.049,2,0.1446,0.3576,0.0461,2,0.014,0.3537,0.0517,2,0.1843,0.1506,0.0698,2,0.0945,0.1513,0.0689,2,0.0568,0.15,0.0707,2,0.1055,0.2696,0.0671,2,0.1188,0.271,0.0651,2,0.0201,0.2683,0.069,2,0.148,0.1193
belief_expression|controversy_handling|general_decription|message_effectiveness|vocabulary_range,0.7712,0.0267,2,0.0049,0.1623,0.0275,2,-0.0487,0.3929,0.1515,2,0.0493,0.1032,0.0112,2,-0.0662,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.1084,0.0523,2,-0.0424,0.2714,0.1818,2,0.0205,0.0683,0.0292,2,-0.052,-0.04906666666666667
belief_expression|controversy_handling|general_decription|narrative_voice|punctuation_style,0.7961,0.0406,2,0.0298,0.0339,0.0008,2,-0.1771,0.375,0.1768,2,0.0314,0.0179,0.0009,2,-0.1515,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0339,0.0008,2,-0.1169,0.375,0.1768,2,0.1241,0.0179,0.0009,2,-0.1024,-0.11670000000000001
belief_expression|controversy_handling|general_decription|narrative_voice|stress_indicators,0.8605,0.0532,2,0.0942,0.3215,0.0716,2,0.1105,0.5463,0.0655,2,0.2027,0.2285,0.0604,2,0.0591,0.1603,0.0763,2,0.1042,0.2731,0.1033,2,0.1786,0.1138,0.0585,2,0.0693,0.21,0.0319,2,0.0592,0.3583,0.0171,2,0.1074,0.149,0.0289,2,0.0287,0.0913
belief_expression|controversy_handling|general_decription|reaction_patterns|value_signals,0.7802,0.0128,2,0.0139,0.2295,0.0204,2,0.0185,0.2822,0.0169,2,-0.0614,0.1935,0.021,2,0.0241,0.0165,0.0234,2,-0.0396,0.02,0.0283,2,-0.0745,0.0141,0.0199,2,-0.0304,0.1296,0.0007,2,-0.0212,0.1595,0.0037,2,-0.0914,0.1091,0.0028,2,-0.0112,-0.014100000000000001
belief_expression|controversy_handling|identity_projection|language_formality|stress_indicators,0.6561,0.1268,2,-0.1102,0.1547,0.0594,2,-0.0563,0.2193,0.1613,2,-0.1243,0.1304,0.013,2,-0.039,0.0339,0.0479,2,-0.0222,0.0588,0.0832,2,-0.0357,0.0238,0.0337,2,-0.0207,0.1242,0.0562,2,-0.0266,0.1784,0.1406,2,-0.0725,0.1036,0.0179,2,-0.0167,-0.03503333333333333
